,Best Agent,Best Fitness,Initial P Avg Fitness,P Avg Fitness,P Gain,Max Recorded P Avg Fitness,Max Recorded P Gain
0,"[55, 29, 22, 23, 24, 17, 13, 15, 13, 20, 11, 0]",0.8946239398018235,0.8719588309552645,0.8722919890342007,0.000333158078936191,0.8924178928670341,0.020459061911769605
1,"[56, 28, 22, 22, 25, 15, 16, 14, 13, 19, 12, 0]",0.8946223396721334,0.8695608954282282,0.8826961079202907,0.013135212492062509,0.8932786242047321,0.02371772877650391
2,"[54, 30, 21, 23, 24, 18, 14, 13, 14, 21, 10, 0]",0.8946095705811287,0.8703699120644164,0.8889523958338892,0.018582483769472802,0.8938635843948838,0.023493672330467397
3,"[55, 31, 19, 23, 24, 18, 14, 13, 14, 20, 11, 0]",0.894631257995193,0.8712040528724333,0.8811283205568772,0.009924267684443877,0.8929252608121219,0.02172120793968857
4,"[55, 62, 41, 24, 22, 10, 4, 2, 8, 11, 2, 1]",0.89595683763357,0.870414939149953,0.8715153173095697,0.0011003781596166107,0.8938509615979581,0.023436022448005023
5,"[52, 32, 21, 24, 23, 17, 15, 12, 13, 19, 14, 0]",0.8945011197491283,0.8723330273678914,0.8868712348469091,0.014538207479017684,0.8928941395912267,0.02056111222333523
6,"[55, 30, 19, 25, 25, 17, 13, 13, 14, 20, 11, 0]",0.894626081411063,0.8715579593160253,0.88466993697733,0.013111977661304675,0.8924060494819328,0.020848090165907496
7,"[56, 83, 20, 34, 11, 3, 10, 12, 8, 5, 0, 0]",0.8961237386513863,0.8753480523670231,0.882080048607795,0.00673199624077192,0.8947528765418408,0.019404824174817703
8,"[55, 31, 18, 24, 22, 18, 15, 14, 16, 18, 11, 0]",0.894570480993929,0.8713168399238992,0.8847453478038463,0.013428507879947094,0.8934788579559956,0.022162018032096387
9,"[56, 28, 20, 26, 22, 15, 16, 12, 16, 19, 12, 0]",0.8946020669562235,0.8741795423848024,0.8903575303122637,0.01617798792746128,0.8932765601954958,0.019097017810693395
10,"[52, 30, 19, 29, 21, 17, 15, 15, 15, 18, 11, 0]",0.8944649300674747,0.8735344101664206,0.8788842117077489,0.005349801541328247,0.8933346924758644,0.01980028230944375
11,"[55, 28, 22, 24, 20, 20, 16, 13, 14, 19, 11, 0]",0.8945959313703833,0.871400476252841,0.8914573146832181,0.02005683843037709,0.8930980507287529,0.021697574475911918
12,"[58, 25, 20, 25, 25, 15, 17, 12, 15, 20, 10, 0]",0.8945686397130932,0.8715933108606042,0.8882172075539078,0.016623896693303553,0.8930811086077232,0.021487797747118953
13,"[55, 63, 28, 28, 23, 12, 4, 5, 8, 7, 8, 1]",0.89595683763357,0.87174543779626,0.877322085599911,0.005576647803650969,0.8930519644846858,0.02130652668842581
14,"[49, 58, 51, 27, 11, 12, 18, 1, 8, 4, 2, 1]",0.8948271260835912,0.8719866208264827,0.8682047446083573,-0.003781876218125424,0.8934568389149307,0.021470218088447957
15,"[55, 26, 23, 25, 23, 16, 16, 14, 13, 21, 10, 0]",0.8946081653253047,0.8716914063483694,0.8810877304184266,0.009396324070057194,0.8924865404915054,0.02079513414313605
16,"[57, 28, 20, 23, 24, 18, 14, 12, 16, 18, 12, 0]",0.8946284268950933,0.8713100971638096,0.8720483429304248,0.0007382457666151865,0.8933055327232263,0.021995435559416743
17,"[54, 26, 25, 21, 26, 18, 14, 14, 12, 19, 13, 0]",0.8944756031025589,0.871916187479714,0.8868724708601492,0.014956283380435198,0.8927304633081199,0.020814275828405893
18,"[57, 26, 23, 23, 22, 18, 16, 13, 13, 20, 11, 0]",0.8946378575007785,0.87196192263477,0.8870238205118974,0.015061897877127417,0.8925331183045218,0.02057119566975174
19,"[55, 27, 20, 26, 28, 13, 14, 16, 14, 17, 12, 0]",0.8944467016705754,0.8701972955947886,0.882633437785938,0.012436142191149302,0.8926376300858575,0.02244033449106886
20,"[55, 29, 21, 22, 24, 17, 16, 15, 13, 18, 12, 0]",0.8946048412431241,0.8710640679547371,0.8849025849969301,0.013838517042192966,0.8934709353557615,0.022406867401024377
21,"[54, 27, 25, 22, 24, 17, 15, 12, 15, 19, 12, 0]",0.8945694906555497,0.8706302600174978,0.8870277654556371,0.016397505438139337,0.8935594075159519,0.022929147498454094
22,"[53, 28, 22, 27, 23, 17, 15, 13, 15, 17, 12, 0]",0.8945552648141125,0.8740816698542304,0.8842419573995008,0.01016028754527043,0.8929509686659287,0.0188692988116983
23,"[55, 29, 21, 25, 23, 17, 15, 13, 13, 20, 11, 0]",0.8946682314902132,0.871269433256142,0.8841390890885061,0.012869655832364102,0.8928624604607164,0.021593027204574344
24,"[53, 31, 20, 26, 23, 16, 15, 14, 13, 19, 12, 0]",0.8946024277782093,0.8713279481174026,0.887083693827927,0.015755745710524405,0.8920786639063115,0.02075071578890897
25,"[55, 64, 35, 28, 7, 16, 13, 4, 15, 3, 1, 1]",0.89595683763357,0.8710908117924767,0.8844607393144767,0.013369927521999947,0.8930024154231486,0.021911603630671905
26,"[55, 27, 19, 26, 23, 15, 17, 14, 15, 20, 11, 0]",0.8945143605911544,0.8729692413649428,0.8855504131895922,0.012581171824649351,0.8939872072117535,0.021017965846810704
27,"[60, 82, 22, 14, 16, 15, 5, 5, 11, 2, 8, 2]",0.8967403472981241,0.8715971402637058,0.8808105405630698,0.009213400299364016,0.8944345080967997,0.02283736783309387
28,"[52, 32, 21, 23, 24, 17, 14, 13, 11, 23, 12, 0]",0.8944530268945956,0.8699412839744484,0.88379208825462,0.013850804280171602,0.8920655489467229,0.022124264972274488
29,"[55, 29, 20, 25, 22, 18, 16, 11, 16, 20, 10, 0]",0.89460243978947,0.8728731952572119,0.8881219943895177,0.015248799132305813,0.8929014063482938,0.020028211091081993
30,"[55, 27, 22, 25, 24, 16, 15, 14, 13, 21, 10, 0]",0.894630002483742,0.872342627252653,0.8847607750950727,0.01241814784241968,0.8936693883571301,0.021326761104477066
31,"[56, 28, 21, 24, 24, 17, 14, 14, 13, 20, 11, 0]",0.8946758353337523,0.870856259102787,0.8903191152439146,0.019462856141127638,0.8920489449647345,0.021192685861947558
32,"[52, 31, 20, 27, 21, 17, 15, 14, 13, 21, 11, 0]",0.8945073039097142,0.869293822282363,0.8801288450551092,0.010835022772746283,0.8925656649684108,0.023271842686047872
33,"[56, 30, 18, 25, 23, 17, 14, 15, 13, 21, 10, 0]",0.8946004285331192,0.8714608395903903,0.8873549527367394,0.01589411314634903,0.8922487682574056,0.020787928667015287
34,"[53, 30, 21, 24, 25, 18, 14, 13, 13, 21, 10, 0]",0.8945710786826262,0.8722469606449766,0.8861148094785889,0.01386784883361225,0.8927927797770259,0.020545819132049226
35,"[56, 28, 17, 26, 24, 19, 14, 15, 13, 17, 13, 0]",0.8945211242402284,0.8715573138454116,0.8872555328402199,0.015698218994808277,0.8918266247956312,0.020269310950219666
36,"[58, 63, 40, 21, 15, 17, 8, 7, 2, 4, 3, 4]",0.8964417678583773,0.8727466534002198,0.8807232538642141,0.007976600463994288,0.8941454382300491,0.021398784829829265
37,"[54, 31, 21, 24, 22, 17, 15, 14, 15, 17, 12, 0]",0.894585314592333,0.8726914460266175,0.8872983202943544,0.01460687426773688,0.8904483330947266,0.017756887068109073
38,"[53, 65, 34, 19, 22, 3, 13, 12, 7, 8, 6, 0]",0.8956059378945972,0.8696645905183344,0.8760920159433048,0.006427425424970323,0.8925295655333908,0.022864975015056355
39,"[54, 32, 19, 24, 22, 19, 15, 13, 13, 20, 11, 0]",0.8946073250845448,0.872627446080428,0.8909229963796921,0.018295550299264107,0.8931785645029845,0.020551118422556525
