,Best Agent,Best Fitness,Initial P Avg Fitness,P Avg Fitness,P Gain,Max Recorded P Avg Fitness,Max Recorded P Gain
0,"[55, 29, 21, 24, 23, 18, 15, 13, 14, 19, 11, 0]",0.8946683252825965,0.8710213115531661,0.8892363157725621,0.018215004219396036,0.8925155628076555,0.02149425125448945
1,"[58, 62, 46, 19, 17, 5, 12, 9, 3, 8, 3, 0]",0.8964417678583773,0.8731426263082027,0.8788860061094436,0.005743379801240844,0.8902889623029168,0.017146335994714046
2,"[50, 67, 28, 20, 11, 13, 6, 5, 35, 2, 4, 1]",0.8950323070428041,0.8707687444575112,0.8834231439019838,0.012654399444472664,0.8881471638490287,0.01737841939151752
3,"[57, 25, 21, 24, 27, 15, 16, 12, 14, 20, 11, 0]",0.894592621464831,0.8726059743035524,0.8746977310098335,0.002091756706281145,0.8911287842845421,0.018522809980989763
4,"[55, 28, 21, 24, 23, 17, 17, 12, 15, 19, 11, 0]",0.8946431455910016,0.8738098666213677,0.8746852485081027,0.0008753818867349716,0.8918442540611151,0.01803438743974739
5,"[56, 30, 18, 26, 23, 16, 15, 13, 13, 21, 11, 0]",0.8946331025009053,0.8718138144484753,0.8777473840603187,0.005933569611843437,0.8930963573155899,0.021282542867114618
6,"[54, 31, 20, 23, 24, 18, 15, 13, 12, 20, 12, 0]",0.8946128965393546,0.8731521158202387,0.8805247628544269,0.007372647034188273,0.8930189356426532,0.01986681982241456
7,"[57, 25, 22, 23, 25, 17, 16, 13, 15, 18, 11, 0]",0.8945939540165814,0.8716029888377891,0.8867063613971911,0.015103372559401973,0.8921413753158026,0.020538386478013537
8,"[53, 29, 21, 25, 20, 21, 13, 15, 15, 17, 13, 0]",0.8944664060694691,0.8710183123650179,0.8887935272246349,0.017775214859616972,0.8910794839123497,0.02006117154733178
9,"[54, 30, 22, 23, 24, 17, 14, 14, 13, 20, 11, 0]",0.8946290228733608,0.8714871486228718,0.8874126606851344,0.01592551206226256,0.8930317111181243,0.021544562495252495
10,"[61, 74, 27, 14, 23, 14, 7, 9, 1, 6, 4, 2]",0.8968828834513269,0.8713653291807695,0.8684351964307379,-0.002930132750031622,0.8914921202277247,0.02012679104695525
11,"[64, 70, 33, 18, 26, 6, 6, 7, 4, 3, 4, 1]",0.8972857761065006,0.8722306945975415,0.8830773764931821,0.010846681895640531,0.8942729782663607,0.022042283668819107
12,"[56, 67, 34, 24, 15, 7, 15, 9, 1, 3, 9, 2]",0.8961237386513863,0.8702800324492809,0.8850671871402909,0.014787154691009996,0.8918935150854577,0.021613482636176795
13,"[62, 83, 19, 23, 16, 7, 7, 14, 3, 2, 6, 0]",0.89702118006316,0.8726520719296675,0.8844149967090743,0.01176292477940677,0.8946395783287859,0.021987506399118395
14,"[54, 30, 22, 24, 22, 17, 15, 13, 13, 22, 10, 0]",0.8946011810388156,0.873954007296789,0.8819648908842129,0.008010883587423967,0.8912966881569409,0.017342680860151893
15,"[59, 25, 21, 25, 23, 16, 15, 15, 13, 19, 11, 0]",0.894597994893654,0.8724546908662312,0.8780484700639234,0.005593779197692217,0.8912520722415853,0.01879738137535414
16,"[55, 31, 19, 25, 24, 16, 15, 12, 13, 21, 11, 0]",0.894618941294541,0.87328184490496,0.8786274449937292,0.005345600088769276,0.8912931622226694,0.01801131731770944
17,"[47, 60, 28, 28, 23, 20, 2, 7, 4, 14, 5, 4]",0.8943934592995038,0.8731668074086262,0.8702977139632282,-0.0028690934453979855,0.8895596877166557,0.016392880308029545
18,"[53, 30, 21, 25, 24, 17, 16, 13, 13, 19, 11, 0]",0.8945985682083197,0.870188564665151,0.8772542828506887,0.007065718185537695,0.8909387481252992,0.02075018346014812
19,"[58, 71, 37, 23, 19, 7, 3, 8, 4, 8, 3, 1]",0.8964417678583773,0.8732790237729597,0.881584583495093,0.008305559722133316,0.8909993942696984,0.01772037049673869
