,Best Agent,Best Fitness,Initial P Avg Fitness,P Avg Fitness,P Gain,Max Recorded P Avg Fitness,Max Recorded P Gain
81,"[54, 33, 20, 22, 24, 16, 15, 15, 12, 19, 12, 0]",0.894546629,0.872398329,0.893187484,0.020789155,0.894283044,0.021884715
82,"[55, 30, 23, 22, 21, 17, 17, 13, 15, 19, 10, 0]",0.894504401,0.871779502,0.889242903,0.017463401,0.89436247,0.022582968
83,"[58, 27, 19, 21, 25, 18, 16, 17, 11, 18, 12, 0]",0.894402777,0.873653733,0.884477512,0.010823778,0.892728017,0.019074284
84,"[44, 66, 19, 26, 27, 9, 5, 12, 18, 14, 2, 0]",0.893677779,0.87335075,0.866172402,-0.007178347,0.892887451,0.019536701
85,"[56, 27, 22, 27, 20, 16, 14, 14, 15, 22, 9, 0]",0.894426083,0.873763798,0.891262505,0.017498707,0.893367439,0.019603641
86,"[58, 26, 19, 25, 23, 17, 16, 16, 11, 19, 12, 0]",0.894558529,0.871384489,0.889410778,0.018026289,0.893560931,0.022176443
87,"[57, 25, 21, 26, 26, 14, 15, 14, 13, 19, 12, 0]",0.894585387,0.872595049,0.889210014,0.016614965,0.893949317,0.021354268
88,"[48, 66, 25, 26, 19, 12, 11, 16, 16, 0, 3, 0]",0.894614319,0.870289041,0.889461776,0.019172735,0.89372133,0.023432289
89,"[53, 30, 20, 19, 28, 16, 19, 11, 12, 25, 9, 0]",0.894160133,0.870964389,0.892423142,0.021458753,0.893122573,0.022158183
90,"[56, 29, 18, 26, 21, 17, 16, 16, 13, 19, 11, 0]",0.894575929,0.8710776,0.892554691,0.02147709,0.894080557,0.023002957
91,"[51, 27, 26, 23, 24, 18, 15, 13, 13, 18, 14, 0]",0.894342399,0.874222126,0.89181351,0.017591384,0.893766088,0.019543962
92,"[56, 27, 19, 27, 24, 14, 17, 14, 16, 17, 11, 0]",0.894511423,0.872120387,0.88796984,0.015849453,0.893714267,0.02159388
93,"[54, 64, 31, 25, 10, 18, 12, 5, 4, 8, 10, 1]",0.895784332,0.871773195,0.890127418,0.018354223,0.894540618,0.022767423
94,"[43, 58, 30, 21, 27, 18, 24, 7, 1, 12, 1, 0]",0.893419732,0.872552389,0.885648351,0.013095962,0.893189147,0.020636758
95,"[48, 32, 26, 25, 26, 15, 12, 15, 13, 17, 13, 0]",0.894054541,0.871894503,0.88996179,0.018067288,0.893991044,0.022096541
